cluster	cluster_num	type	scaffold	start	stop	Domain	motif	ORF
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	54167	54575	false	false	14_0903_12_20cm_scaffold_82_46
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	54628	56032	false	false	14_0903_12_20cm_scaffold_82_47
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	56033	57020	NAD_binding_4	false	14_0903_12_20cm_scaffold_82_48
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	57016	57754	false	false	14_0903_12_20cm_scaffold_82_49
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	57750	59748	terpene_cyclase	false	14_0903_12_20cm_scaffold_82_50
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	59744	60926	phytoene_synt	false	14_0903_12_20cm_scaffold_82_51
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	60967	61912	false	false	14_0903_12_20cm_scaffold_82_52
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	61911	63060	PF04055	false	14_0903_12_20cm_scaffold_82_53
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	63044	63656	false	false	14_0903_12_20cm_scaffold_82_54
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	63869	65003	Glycos_transf_2	false	14_0903_12_20cm_scaffold_82_55
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	65027	66455	PF04055	false	14_0903_12_20cm_scaffold_82_56
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	66451	67345	false	false	14_0903_12_20cm_scaffold_82_57
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	67341	68226	false	false	14_0903_12_20cm_scaffold_82_58
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	68259	69252	false	false	14_0903_12_20cm_scaffold_82_59
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	69309	69666	false	false	14_0903_12_20cm_scaffold_82_60
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	69843	70482	false	false	14_0903_12_20cm_scaffold_82_61
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	70528	71389	false	false	14_0903_12_20cm_scaffold_82_62
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	71489	71657	false	false	14_0903_12_20cm_scaffold_82_63
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	71776	72253	false	false	14_0903_12_20cm_scaffold_82_64
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	72416	73577	false	false	14_0903_12_20cm_scaffold_82_65
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	73678	74206	false	false	14_0903_12_20cm_scaffold_82_66
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	74209	74719	false	false	14_0903_12_20cm_scaffold_82_67
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	75111	78021	false	false	14_0903_12_20cm_scaffold_82_68
c00001_14_0903...cluster004.gbk	004	terpene-arylpolyene	14_0903_12_20cm_scaffold_82	78590	79910	false	false	14_0903_12_20cm_scaffold_82_69
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	629	3941	false	false	14_0903_12_20cm_scaffold_155_2
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	4318	6124	false	false	14_0903_12_20cm_scaffold_155_3
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	6120	7464	false	false	14_0903_12_20cm_scaffold_155_4
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	7478	10235	false	false	14_0903_12_20cm_scaffold_155_5
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	10288	11323	false	false	14_0903_12_20cm_scaffold_155_6
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	11319	12075	false	false	14_0903_12_20cm_scaffold_155_7
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	12105	12441	false	false	14_0903_12_20cm_scaffold_155_8
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	12727	13342	false	false	14_0903_12_20cm_scaffold_155_9
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	13357	14209	false	false	14_0903_12_20cm_scaffold_155_10
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	14275	14740	false	false	14_0903_12_20cm_scaffold_155_11
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	14726	15305	false	false	14_0903_12_20cm_scaffold_155_12
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	15316	17995	false	false	14_0903_12_20cm_scaffold_155_13
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	18210	18321	false	false	14_0903_12_20cm_scaffold_155_14
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	18284	19028	false	false	14_0903_12_20cm_scaffold_155_15
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	19136	20447	p450	false	14_0903_12_20cm_scaffold_155_16
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	20446	22408	AMP-binding	false	14_0903_12_20cm_scaffold_155_17
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	22472	22907	false	false	14_0903_12_20cm_scaffold_155_18
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	23169	24453	false	false	14_0903_12_20cm_scaffold_155_19
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	24470	27545	false	false	14_0903_12_20cm_scaffold_155_20
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	27551	28481	false	false	14_0903_12_20cm_scaffold_155_21
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	28529	30005	false	false	14_0903_12_20cm_scaffold_155_22
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	30158	30980	false	false	14_0903_12_20cm_scaffold_155_23
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	30976	32074	false	false	14_0903_12_20cm_scaffold_155_24
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	32120	33284	false	false	14_0903_12_20cm_scaffold_155_25
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	33433	34387	false	false	14_0903_12_20cm_scaffold_155_26
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	34386	34953	false	false	14_0903_12_20cm_scaffold_155_27
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	34949	37772	false	false	14_0903_12_20cm_scaffold_155_28
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	37811	38735	false	false	14_0903_12_20cm_scaffold_155_29
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	38929	39193	false	false	14_0903_12_20cm_scaffold_155_30
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	39255	40332	false	false	14_0903_12_20cm_scaffold_155_31
c00001_14_0903...cluster005.gbk	005	other	14_0903_12_20cm_scaffold_155	40500	40971	false	false	14_0903_12_20cm_scaffold_155_32
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	657	1476	false	false	14_0927_05_20cm_scaffold_332_2
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	1489	2215	PIG-L	false	14_0927_05_20cm_scaffold_332_3
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	2229	2922	false	false	14_0927_05_20cm_scaffold_332_4
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	2950	4096	false	false	14_0927_05_20cm_scaffold_332_5
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	4100	5837	AMP-binding	false	14_0927_05_20cm_scaffold_332_6
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	5833	7732	false	false	14_0927_05_20cm_scaffold_332_7
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	7805	7967	false	false	14_0927_05_20cm_scaffold_332_8
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	8123	8597	false	false	14_0927_05_20cm_scaffold_332_9
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	8596	9514	false	false	14_0927_05_20cm_scaffold_332_10
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	9473	9899	false	false	14_0927_05_20cm_scaffold_332_11
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	9898	12421	AMP-binding	false	14_0927_05_20cm_scaffold_332_12
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	12459	13113	false	false	14_0927_05_20cm_scaffold_332_13
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	13161	13902	false	false	14_0927_05_20cm_scaffold_332_14
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	13880	15227	false	false	14_0927_05_20cm_scaffold_332_15
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	15223	15661	false	false	14_0927_05_20cm_scaffold_332_16
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	15660	16461	adh_short_C2	false	14_0927_05_20cm_scaffold_332_17
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	16509	17313	false	false	14_0927_05_20cm_scaffold_332_18
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	17309	18314	false	false	14_0927_05_20cm_scaffold_332_19
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	18256	19201	false	false	14_0927_05_20cm_scaffold_332_20
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	19201	20554	false	false	14_0927_05_20cm_scaffold_332_21
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	20723	22127	false	false	14_0927_05_20cm_scaffold_332_22
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	22198	22606	false	false	14_0927_05_20cm_scaffold_332_23
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	22602	23598	false	false	14_0927_05_20cm_scaffold_332_24
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	23618	24470	false	false	14_0927_05_20cm_scaffold_332_25
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	24810	25017	false	false	14_0927_05_20cm_scaffold_332_26
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	25464	26163	false	false	14_0927_05_20cm_scaffold_332_27
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	26208	26802	false	false	14_0927_05_20cm_scaffold_332_28
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	26798	27317	false	false	14_0927_05_20cm_scaffold_332_29
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	27313	28876	Aminotran_1_2	false	14_0927_05_20cm_scaffold_332_30
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	28824	29505	false	false	14_0927_05_20cm_scaffold_332_31
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	29517	29772	false	false	14_0927_05_20cm_scaffold_332_32
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	29872	30982	Glycos_transf_4	false	14_0927_05_20cm_scaffold_332_33
c00001_14_0927...cluster001.gbk	001	other	14_0927_05_20cm_scaffold_332	30989	31919	false	false	14_0927_05_20cm_scaffold_332_34
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	13888	14773	false	false	14_0927_05_20cm_scaffold_661_9
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	14977	16006	false	false	14_0927_05_20cm_scaffold_661_10
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	16002	17619	AMP-binding	false	14_0927_05_20cm_scaffold_661_11
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	17590	18094	false	false	14_0927_05_20cm_scaffold_661_12
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	18095	18368	PP-binding	false	14_0927_05_20cm_scaffold_661_13
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	18364	19558	DegT_DnrJ_EryC1	false	14_0927_05_20cm_scaffold_661_14
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	19507	20653	false	false	14_0927_05_20cm_scaffold_661_15
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	21494	22547	false	false	14_0927_05_20cm_scaffold_661_16
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	22801	23836	TunD	false	14_0927_05_20cm_scaffold_661_17
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	23832	25014	Glycos_transf_1	false	14_0927_05_20cm_scaffold_661_18
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	24989	26870	tsrC	false	14_0927_05_20cm_scaffold_661_19
c00001_14_0927...cluster001.gbk	001	nucleoside	14_0927_05_20cm_scaffold_661	26880	28917	false	false	14_0927_05_20cm_scaffold_661_20
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	2	839	PF00561	false	14_0927_05_20cm_scaffold_4691_1
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	835	1363	false	false	14_0927_05_20cm_scaffold_4691_2
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	1359	1803	false	false	14_0927_05_20cm_scaffold_4691_3
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	1833	2196	false	false	14_0927_05_20cm_scaffold_4691_4
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	2196	2970	false	false	14_0927_05_20cm_scaffold_4691_5
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	2975	4178	false	false	14_0927_05_20cm_scaffold_4691_6
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	4174	4969	DUF692	false	14_0927_05_20cm_scaffold_4691_7
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	4975	6088	false	false	14_0927_05_20cm_scaffold_4691_8
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	6102	6195	false	false	14_0927_05_20cm_scaffold_4691_9
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	6291	7230	false	false	14_0927_05_20cm_scaffold_4691_10
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	7226	7979	false	false	14_0927_05_20cm_scaffold_4691_11
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	7975	8614	false	false	14_0927_05_20cm_scaffold_4691_12
c00001_14_0927...cluster002.gbk	002	bacteriocin	14_0927_05_20cm_scaffold_4691	8610	9531	false	false	14_0927_05_20cm_scaffold_4691_13
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	2746	2935	false	false	14_0927_12_40cm_scaffold_2202_4
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	3032	3857	false	false	14_0927_12_40cm_scaffold_2202_5
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	4119	4383	false	false	14_0927_12_40cm_scaffold_2202_6
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	4483	6286	Aminotran_1_2	false	14_0927_12_40cm_scaffold_2202_7
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	6304	7846	false	false	14_0927_12_40cm_scaffold_2202_8
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	7849	8908	false	false	14_0927_12_40cm_scaffold_2202_9
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	8868	10098	Glycos_transf_1	false	14_0927_12_40cm_scaffold_2202_10
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	10131	10518	false	false	14_0927_12_40cm_scaffold_2202_11
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	10632	11613	false	false	14_0927_12_40cm_scaffold_2202_12
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	11779	12562	false	false	14_0927_12_40cm_scaffold_2202_13
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	12549	13566	phytoene_synt	false	14_0927_12_40cm_scaffold_2202_14
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	13585	14731	false	false	14_0927_12_40cm_scaffold_2202_15
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	14829	15927	PF04055	false	14_0927_12_40cm_scaffold_2202_16
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	16275	16980	false	false	14_0927_12_40cm_scaffold_2202_17
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	16995	18258	false	false	14_0927_12_40cm_scaffold_2202_18
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	18439	18592	false	false	14_0927_12_40cm_scaffold_2202_19
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	18670	19930	false	false	14_0927_12_40cm_scaffold_2202_20
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	19988	20396	false	false	14_0927_12_40cm_scaffold_2202_21
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	20405	21266	false	false	14_0927_12_40cm_scaffold_2202_22
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	21333	21672	false	false	14_0927_12_40cm_scaffold_2202_23
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	21734	22142	false	false	14_0927_12_40cm_scaffold_2202_24
c00001_14_0927...cluster001.gbk	001	terpene	14_0927_12_40cm_scaffold_2202	22441	22729	false	false	14_0927_12_40cm_scaffold_2202_25
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	898	1477	false	false	14_0927_12_40cm_scaffold_4180_2
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	1635	2520	false	false	14_0927_12_40cm_scaffold_4180_3
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	2539	2971	false	false	14_0927_12_40cm_scaffold_4180_4
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	3038	4484	false	false	14_0927_12_40cm_scaffold_4180_5
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	4447	4636	false	false	14_0927_12_40cm_scaffold_4180_6
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	4644	7353	AMP-binding	false	14_0927_12_40cm_scaffold_4180_7
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	7357	9739	false	false	14_0927_12_40cm_scaffold_4180_8
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	9864	10317	false	false	14_0927_12_40cm_scaffold_4180_9
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	10337	10700	false	false	14_0927_12_40cm_scaffold_4180_10
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	10708	11500	false	false	14_0927_12_40cm_scaffold_4180_11
c00001_14_0927...cluster002.gbk	002	other	14_0927_12_40cm_scaffold_4180	11565	12009	false	false	14_0927_12_40cm_scaffold_4180_12
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	750	3969	false	false	14_0927_12_40cm_scaffold_4513_2
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	4071	5190	false	false	14_0927_12_40cm_scaffold_4513_3
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	5237	6491	false	false	14_0927_12_40cm_scaffold_4513_4
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	6509	7823	false	false	14_0927_12_40cm_scaffold_4513_5
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	7903	10240	false	false	14_0927_12_40cm_scaffold_4513_6
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	10236	11367	t2fas	false	14_0927_12_40cm_scaffold_4513_7
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	11363	12509	t2fas	false	14_0927_12_40cm_scaffold_4513_8
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	12690	13047	false	false	14_0927_12_40cm_scaffold_4513_9
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	12991	13231	false	false	14_0927_12_40cm_scaffold_4513_10
c00001_14_0927...cluster003.gbk	003	ladderane	14_0927_12_40cm_scaffold_4513	13241	13637	DegT_DnrJ_EryC1	false	14_0927_12_40cm_scaffold_4513_11
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	13208	14075	AMP-binding	false	14_0927_12_40cm_scaffold_4891_13
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	14246	14417	false	false	14_0927_12_40cm_scaffold_4891_14
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	14632	16417	false	false	14_0927_12_40cm_scaffold_4891_15
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	16432	17473	false	false	14_0927_12_40cm_scaffold_4891_16
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	17515	19042	false	false	14_0927_12_40cm_scaffold_4891_17
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	19370	20141	false	false	14_0927_12_40cm_scaffold_4891_18
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	20137	20569	false	false	14_0927_12_40cm_scaffold_4891_19
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	20764	21862	Aminotran_1_2	false	14_0927_12_40cm_scaffold_4891_20
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	21960	22560	false	false	14_0927_12_40cm_scaffold_4891_21
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	22721	24722	terpene_cyclase	false	14_0927_12_40cm_scaffold_4891_22
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	24729	26031	false	false	14_0927_12_40cm_scaffold_4891_23
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	26218	26797	false	false	14_0927_12_40cm_scaffold_4891_24
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	26878	29017	false	false	14_0927_12_40cm_scaffold_4891_25
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	29142	29520	false	false	14_0927_12_40cm_scaffold_4891_26
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	29698	31108	false	false	14_0927_12_40cm_scaffold_4891_27
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	31260	31869	false	false	14_0927_12_40cm_scaffold_4891_28
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	31919	32861	false	false	14_0927_12_40cm_scaffold_4891_29
c00001_14_0927...cluster004.gbk	004	terpene	14_0927_12_40cm_scaffold_4891	32913	33255	false	false	14_0927_12_40cm_scaffold_4891_30
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	77800	78595	false	false	14_0927_12_40cm_scaffold_734_86
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	78605	79136	false	false	14_0927_12_40cm_scaffold_734_87
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	79257	80223	PF12697	false	14_0927_12_40cm_scaffold_734_88
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	80230	80593	false	false	14_0927_12_40cm_scaffold_734_89
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	80676	81156	false	false	14_0927_12_40cm_scaffold_734_90
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	81161	81494	false	false	14_0927_12_40cm_scaffold_734_91
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	81700	82684	false	false	14_0927_12_40cm_scaffold_734_92
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	82704	82926	false	false	14_0927_12_40cm_scaffold_734_93
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	82892	83123	false	false	14_0927_12_40cm_scaffold_734_94
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	83138	83630	false	false	14_0927_12_40cm_scaffold_734_95
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	83633	84635	PF04055	false	14_0927_12_40cm_scaffold_734_96
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	84709	85252	false	false	14_0927_12_40cm_scaffold_734_97
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	85313	86621	false	false	14_0927_12_40cm_scaffold_734_98
c00001_14_0927...cluster005.gbk	005	terpene	14_0927_12_40cm_scaffold_734	86708	87098	false	false	14_0927_12_40cm_scaffold_734_99
