genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
14_0903_09_40cm_Bacteria_735_57_14.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0903_12_30cm_Acidobacteria_1045_57_9.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0903_13_20cm_Acidobacteria_1200_57_7.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0903_13_30cm_Acidobacteria_4818_57_21.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0919_12_20cm_Acidobacteria_1753_57_12.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0927_09_40cm_Acidobacteria_6160_57_11.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0927_12_40cm_Acidobacteria_6513_57_7.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0929_09_30cm_Acidobacteria_6828_57_10.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0929_09_40cm_Acidobacteria_7000_57_10.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0929_12_20cm_Acidobacteria_7166_57_13.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0929_12_30cm_Acidobacteria_7365_57_12.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0929_12_40cm_Acidobacteria_7569_57_5.fasta,102_1,0.030000000000000027,average,ANImf,102
14_1009_09_30cm_Acidobacteria_7945_57_8.fasta,102_1,0.030000000000000027,average,ANImf,102
14_1009_12_30cm_Acidobacteria_8511_57_6.fasta,102_1,0.030000000000000027,average,ANImf,102
14_1009_12_40cm_Acidobacteria_8682_57_9.fasta,102_1,0.030000000000000027,average,ANImf,102
14_0903_09_20cm_Bacteria_627_57_7.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0903_09_40cm_Acidobacteria_767_58_6.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0903_12_20cm_Bacteria_888_57_16.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0903_12_30cm_Bacteria_1044_57_11.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0903_13_30cm_Bacteria_4798_57_10.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0919_12_20cm_Bacteria_1752_57_12.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0927_09_20cm_Bacteria_6039_57_5.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0927_12_20cm_Acidobacteria_6342_57_6.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0929_12_20cm_Bacteria_7165_57_15.fasta,103_1,0.030000000000000027,average,ANImf,103
14_1009_09_20cm_Acidobacteria_7749_57_7.fasta,103_1,0.030000000000000027,average,ANImf,103
14_0903_13_30cm_Bacteria_4817_57_14.fasta,104_1,0.030000000000000027,average,ANImf,104
14_1009_13_30cm_Bacteria_9109_57_6.fasta,104_1,0.030000000000000027,average,ANImf,104
14_0903_09_20cm_Acidobacteria_629_56_6.fasta,105_1,0.030000000000000027,average,ANImf,105
14_0903_13_30cm_Acidobacteria_4814_56_7.fasta,105_1,0.030000000000000027,average,ANImf,105
14_0929_09_20cm_Acidobacteriales_6726_56_6.fasta,105_1,0.030000000000000027,average,ANImf,105
14_0903_12_20cm_Acidobacteria_891_55_5.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0903_12_30cm_Acidobacteria_1057_56_7.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0919_12_20cm_Acidobacteria_1760_56_7.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0927_09_20cm_Acidobacteria_6021_55_6.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0927_09_40cm_Acidobacteria_6176_55_6.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0927_12_20cm_Acidobacteria_6332_56_12.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0927_12_40cm_Acidobacteria_6504_56_15.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0929_09_30cm_Acidobacteria_6831_56_8.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0929_12_20cm_Acidobacteria_7178_56_8.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0929_12_30cm_Acidobacteria_7386_56_7.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0929_12_40cm_Acidobacteria_7529_56_7.fasta,106_1,0.030000000000000027,average,ANImf,106
14_1009_09_20cm_Acidobacteria_7717_55_8.fasta,106_1,0.030000000000000027,average,ANImf,106
14_1009_09_30cm_Acidobacteria_7940_56_10.fasta,106_1,0.030000000000000027,average,ANImf,106
14_1009_09_40cm_Acidobacteria_8172_56_8.fasta,106_1,0.030000000000000027,average,ANImf,106
14_1009_12_30cm_Acidobacteria_8505_56_7.fasta,106_1,0.030000000000000027,average,ANImf,106
14_1009_12_40cm_Acidobacteria_8684_56_11.fasta,106_1,0.030000000000000027,average,ANImf,106
14_1009_16_30cm_Acidobacteria_9755_55_5.fasta,106_1,0.030000000000000027,average,ANImf,106
14_1009_16_40cm_Acidobacteria_10103_55_6.fasta,106_1,0.030000000000000027,average,ANImf,106
14_0903_12_40cm_Bacteria_10609_55_11.fasta,107_0,0.030000000000000027,average,ANImf,107
14_1009_12_20cm_Acidobacteria_8408_56_6.fasta,108_0,0.030000000000000027,average,ANImf,108
14_0903_05_20cm_Acidobacteria_436_58_8.fasta,109_1,0.030000000000000027,average,ANImf,109
14_1009_12_20cm_Acidobacteria_8375_57_8.fasta,109_2,0.030000000000000027,average,ANImf,109
14_0927_12_40cm_Acidobacteria_6535_59_9.fasta,110_1,0.030000000000000027,average,ANImf,110
14_0929_12_30cm_Acidobacteria_7432_59_8.fasta,110_1,0.030000000000000027,average,ANImf,110
14_0929_12_40cm_Acidobacteria_7555_58_6.fasta,110_1,0.030000000000000027,average,ANImf,110
14_1009_12_40cm_Acidobacteria_8729_59_13.fasta,110_1,0.030000000000000027,average,ANImf,110
14_0903_13_30cm_Bacteria_4804_57_9.fasta,111_1,0.030000000000000027,average,ANImf,111
14_0929_12_20cm_Bacteria_7204_57_8.fasta,111_1,0.030000000000000027,average,ANImf,111
14_0929_12_30cm_Bacteria_7412_58_7.fasta,112_0,0.030000000000000027,average,ANImf,112
14_0903_13_30cm_Bacteria_4823_55_8.fasta,113_1,0.030000000000000027,average,ANImf,113
14_0929_05_30cm_Bacteria_3191_55_7.fasta,113_1,0.030000000000000027,average,ANImf,113
14_1009_16_30cm_Bacteria_9615_55_12.fasta,113_1,0.030000000000000027,average,ANImf,113
14_1009_16_40cm_Bacteria_10097_55_13.fasta,113_1,0.030000000000000027,average,ANImf,113
14_0903_05_40cm_Bacteria_551_56_10.fasta,114_1,0.030000000000000027,average,ANImf,114
14_0903_13_30cm_Bacteria_4887_55_20.fasta,114_1,0.030000000000000027,average,ANImf,114
14_0927_05_40cm_Bacteria_2388_56_12.fasta,114_1,0.030000000000000027,average,ANImf,114
14_0929_05_30cm_Bacteria_3257_56_12.fasta,114_1,0.030000000000000027,average,ANImf,114
14_0929_05_40cm_Bacteria_3478_56_14.fasta,114_1,0.030000000000000027,average,ANImf,114
14_1009_05_40cm_Bacteria_4424_56_13.fasta,114_1,0.030000000000000027,average,ANImf,114
14_1009_16_30cm_Bacteria_9698_56_13.fasta,114_1,0.030000000000000027,average,ANImf,114
14_1009_16_40cm_Bacteria_10328_56_14.fasta,114_1,0.030000000000000027,average,ANImf,114
14_0903_05_30cm_Bacteria_4595_55_9.fasta,114_2,0.030000000000000027,average,ANImf,114
14_0903_09_40cm_Bacteria_745_56_8.fasta,114_2,0.030000000000000027,average,ANImf,114
14_0903_16_30cm_Bacteria_5559_56_10.fasta,114_2,0.030000000000000027,average,ANImf,114
14_0927_09_40cm_Bacteria_6179_56_10.fasta,114_2,0.030000000000000027,average,ANImf,114
14_0927_12_40cm_Bacteria_6510_56_8.fasta,114_2,0.030000000000000027,average,ANImf,114
14_0929_09_40cm_Bacteria_7013_56_14.fasta,114_2,0.030000000000000027,average,ANImf,114
14_0929_12_40cm_Bacteria_7601_56_10.fasta,114_2,0.030000000000000027,average,ANImf,114
14_1009_05_30cm_Bacteria_4263_56_10.fasta,114_2,0.030000000000000027,average,ANImf,114
14_1009_05_40cm_Bacteria_4437_56_17.fasta,114_2,0.030000000000000027,average,ANImf,114
14_1009_09_30cm_Bacteria_7986_56_6.fasta,114_2,0.030000000000000027,average,ANImf,114
14_1009_09_40cm_Bacteria_8203_56_9.fasta,114_2,0.030000000000000027,average,ANImf,114
14_1009_13_30cm_Bacteria_9155_56_11.fasta,114_2,0.030000000000000027,average,ANImf,114
14_0929_02_20cm_Bacteria_2490_56_8.fasta,114_3,0.030000000000000027,average,ANImf,114
14_0903_13_30cm_Bacteria_4834_56_8.fasta,115_0,0.030000000000000027,average,ANImf,115
14_1009_16_40cm_Bacteria_10151_57_6.fasta,116_0,0.030000000000000027,average,ANImf,116
14_1009_16_30cm_Bacteria_9665_56_7.fasta,117_1,0.030000000000000027,average,ANImf,117
14_1009_16_40cm_Bacteria_10067_56_13.fasta,117_1,0.030000000000000027,average,ANImf,117
14_0903_13_30cm_Bacteria_4825_56_12.fasta,117_2,0.030000000000000027,average,ANImf,117
14_0903_13_40cm_Bacteria_1365_55_5.fasta,117_2,0.030000000000000027,average,ANImf,117
14_0929_02_30cm_Bacteria_2641_56_6.fasta,117_2,0.030000000000000027,average,ANImf,117
14_1009_16_30cm_Bacteria_9664_55_6.fasta,118_0,0.030000000000000027,average,ANImf,118
14_1009_16_40cm_Bacteria_10099_56_7.fasta,119_0,0.030000000000000027,average,ANImf,119
14_1009_16_30cm_Bacteria_9840_56_7.fasta,120_1,0.030000000000000027,average,ANImf,120
14_1009_16_40cm_Bacteria_10276_56_6.fasta,120_1,0.030000000000000027,average,ANImf,120
14_1009_09_30cm_Bacteria_7973_55_6.fasta,121_0,0.030000000000000027,average,ANImf,121
14_0903_13_30cm_Acidobacteria_4983_57_13.fasta,122_0,0.030000000000000027,average,ANImf,122
14_0927_12_20cm_Bacteria_6339_54_8.fasta,123_0,0.030000000000000027,average,ANImf,123
14_0903_13_40cm_Bacteria_1388_54_7.fasta,124_1,0.030000000000000027,average,ANImf,124
14_0929_02_40cm_Bacteria_2849_55_8.fasta,124_1,0.030000000000000027,average,ANImf,124
14_1009_09_40cm_Bacteria_8189_55_7.fasta,124_1,0.030000000000000027,average,ANImf,124
14_1009_16_30cm_Bacteria_9621_54_11.fasta,124_1,0.030000000000000027,average,ANImf,124
14_1009_16_40cm_Bacteria_10168_54_12.fasta,124_1,0.030000000000000027,average,ANImf,124
14_0903_13_30cm_Bacteria_4949_54_14.fasta,124_2,0.030000000000000027,average,ANImf,124
14_0903_09_40cm_Bacteria_763_55_8.fasta,125_1,0.030000000000000027,average,ANImf,125
14_0903_12_20cm_Bacteria_916_54_8.fasta,125_1,0.030000000000000027,average,ANImf,125
14_0903_12_30cm_Bacteria_1092_55_8.fasta,125_1,0.030000000000000027,average,ANImf,125
14_1009_09_30cm_Bacteria_8016_55_8.fasta,125_1,0.030000000000000027,average,ANImf,125
14_1009_13_20cm_Bacteria_8965_54_6.fasta,125_2,0.030000000000000027,average,ANImf,125
14_0903_13_30cm_Bacteria_4840_54_9.fasta,126_0,0.030000000000000027,average,ANImf,126
14_0903_05_40cm_Bacteria_507_59_6.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0903_13_30cm_Bacteria_4939_59_17.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0903_13_40cm_Bacteria_1371_59_7.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0903_16_40cm_Bacteria_5738_59_7.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0927_02_40cm_Bacteria_2050_59_6.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0929_02_30cm_Bacteria_2633_59_7.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0929_02_40cm_Bacteria_2839_59_10.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0929_05_30cm_Bacteria_3258_58_7.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0929_05_40cm_Bacteria_3409_59_7.fasta,127_1,0.030000000000000027,average,ANImf,127
14_1009_02_40cm_Bacteria_3816_59_8.fasta,127_1,0.030000000000000027,average,ANImf,127
14_1009_05_40cm_Bacteria_10597_59_6.fasta,127_1,0.030000000000000027,average,ANImf,127
14_1009_13_30cm_Bacteria_9108_59_8.fasta,127_1,0.030000000000000027,average,ANImf,127
14_1009_13_40cm_Bacteria_9326_59_7.fasta,127_1,0.030000000000000027,average,ANImf,127
14_1009_16_30cm_Bacteria_9646_59_14.fasta,127_1,0.030000000000000027,average,ANImf,127
14_1009_16_40cm_Bacteria_10084_59_13.fasta,127_1,0.030000000000000027,average,ANImf,127
14_0929_02_40cm_Bacteria_2859_52_5.fasta,128_1,0.030000000000000027,average,ANImf,128
14_1009_16_40cm_Bacteria_10068_52_7.fasta,128_2,0.030000000000000027,average,ANImf,128
14_1009_16_40cm_Bacteria_10157_53_6.fasta,129_0,0.030000000000000027,average,ANImf,129
14_1009_16_30cm_Bacteria_9884_68_8.fasta,130_1,0.030000000000000027,average,ANImf,130
14_1009_16_40cm_Bacteria_10214_68_8.fasta,130_1,0.030000000000000027,average,ANImf,130
14_1009_16_30cm_Bacteria_9880_68_9.fasta,130_2,0.030000000000000027,average,ANImf,130
14_0927_02_20cm_Bacteria_1923_69_6.fasta,131_0,0.030000000000000027,average,ANImf,131
14_1009_16_40cm_Bacteria_10184_69_7.fasta,132_0,0.030000000000000027,average,ANImf,132
14_0903_02_40cm_Armatimonadetes_3_65_5.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_05_30cm_Armatimonadetes_4567_65_12.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_09_30cm_Armatimonadetes_685_65_9.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_09_40cm_Armatimonadetes_737_65_16.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_12_40cm_Armatimonadetes_4671_65_14.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_13_20cm_Armatimonadetes_1199_65_12.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_13_40cm_Armatimonadetes_1400_65_24.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_16_30cm_Armatimonadetes_5543_65_20.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0903_16_40cm_Armatimonadetes_5709_65_25.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0919_12_20cm_Armatimonadetes_1772_65_7.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0927_02_40cm_Armatimonadetes_2048_65_17.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0927_05_40cm_Armatimonadetes_2321_65_11.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0927_09_40cm_Armatimonadetes_6164_65_12.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0927_12_20cm_Armatimonadetes_6340_65_7.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0927_12_40cm_Armatimonadetes_6533_65_15.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_02_30cm_Armatimonadetes_2617_65_18.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_02_40cm_Armatimonadetes_2826_65_25.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_05_40cm_Armatimonadetes_3403_65_14.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_09_30cm_Armatimonadetes_6837_65_8.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_09_40cm_Armatimonadetes_7045_65_15.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_12_20cm_Armatimonadetes_7175_65_9.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_12_30cm_Armatimonadetes_7385_65_13.fasta,133_1,0.030000000000000027,average,ANImf,133
14_0929_12_40cm_Armatimonadetes_7541_65_14.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_02_30cm_Armatimonadetes_3685_65_8.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_02_40cm_Armatimonadetes_3846_65_19.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_05_30cm_Armatimonadetes_4166_65_9.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_05_40cm_Armatimonadetes_4409_65_17.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_09_30cm_Armatimonadetes_7974_65_15.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_09_40cm_Armatimonadetes_8218_65_10.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_12_30cm_Armatimonadetes_8499_65_13.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_12_40cm_Armatimonadetes_8702_65_16.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_13_40cm_Armatimonadetes_9324_65_24.fasta,133_1,0.030000000000000027,average,ANImf,133
14_1009_12_40cm_Bacteria_8692_64_7.fasta,134_1,0.030000000000000027,average,ANImf,134
14_1009_16_40cm_Armatimonadetes_10062_65_9.fasta,134_2,0.030000000000000027,average,ANImf,134
14_1009_16_30cm_Acidobacteria_9622_60_6.fasta,135_1,0.030000000000000027,average,ANImf,135
14_1009_16_40cm_Acidobacteria_10060_60_6.fasta,135_1,0.030000000000000027,average,ANImf,135
14_1009_16_40cm_Deltaproteobacteria_10053_55_6.fasta,136_0,0.030000000000000027,average,ANImf,136
14_0903_02_30cm_Bacteria_314_58_5.fasta,137_0,0.030000000000000027,average,ANImf,137
14_0903_13_30cm_Bacteria_4981_58_6.fasta,138_0,0.030000000000000027,average,ANImf,138
14_1009_16_40cm_Bacteria_10086_63_7.fasta,139_0,0.030000000000000027,average,ANImf,139
14_1009_16_40cm_Bacteria_10149_65_6.fasta,140_0,0.030000000000000027,average,ANImf,140
14_0903_05_40cm_Bacteria_498_68_8.fasta,141_1,0.030000000000000027,average,ANImf,141
14_0903_16_40cm_Bacteria_5789_68_8.fasta,141_1,0.030000000000000027,average,ANImf,141
14_0927_05_40cm_Bacteria_2314_68_10.fasta,141_1,0.030000000000000027,average,ANImf,141
14_0929_02_40cm_Bacteria_2829_68_7.fasta,141_1,0.030000000000000027,average,ANImf,141
14_0929_05_30cm_Bacteria_3221_68_11.fasta,141_1,0.030000000000000027,average,ANImf,141
14_0929_05_40cm_Bacteria_3450_68_11.fasta,141_1,0.030000000000000027,average,ANImf,141
14_1009_02_40cm_Bacteria_10542_68_6.fasta,141_1,0.030000000000000027,average,ANImf,141
14_1009_05_30cm_Bacteria_4211_68_10.fasta,141_1,0.030000000000000027,average,ANImf,141
14_1009_05_40cm_Bacteria_4367_68_17.fasta,141_1,0.030000000000000027,average,ANImf,141
14_1009_16_30cm_Bacteria_9935_68_20.fasta,141_1,0.030000000000000027,average,ANImf,141
14_1009_16_40cm_Bacteria_10444_68_25.fasta,141_1,0.030000000000000027,average,ANImf,141
14_1009_16_30cm_Bacteria_9669_68_9.fasta,142_1,0.030000000000000027,average,ANImf,142
14_1009_16_40cm_Bacteria_10052_68_14.fasta,142_1,0.030000000000000027,average,ANImf,142
14_0903_05_40cm_Bacteria_508_68_7.fasta,143_1,0.030000000000000027,average,ANImf,143
14_0927_05_40cm_Bacteria_2319_68_10.fasta,143_1,0.030000000000000027,average,ANImf,143
14_0929_05_40cm_Bacteria_3431_68_11.fasta,143_1,0.030000000000000027,average,ANImf,143
14_1009_05_40cm_Bacteria_4408_68_11.fasta,143_1,0.030000000000000027,average,ANImf,143
14_1009_16_30cm_Bacteria_9784_68_7.fasta,143_1,0.030000000000000027,average,ANImf,143
14_1009_16_40cm_Bacteria_10082_68_14.fasta,143_1,0.030000000000000027,average,ANImf,143
14_0903_02_30cm_Bacteria_185_68_6.fasta,144_1,0.030000000000000027,average,ANImf,144
14_0929_02_30cm_Bacteria_2630_68_11.fasta,144_1,0.030000000000000027,average,ANImf,144
14_1009_02_30cm_Chloroflexi_3744_69_7.fasta,144_1,0.030000000000000027,average,ANImf,144
14_1009_02_40cm_Bacteria_3823_69_8.fasta,144_1,0.030000000000000027,average,ANImf,144
14_1009_05_30cm_Bacteria_4212_68_6.fasta,144_1,0.030000000000000027,average,ANImf,144
14_1009_16_30cm_Bacteria_9849_68_13.fasta,144_1,0.030000000000000027,average,ANImf,144
14_1009_16_40cm_Chloroflexi_10233_69_11.fasta,144_1,0.030000000000000027,average,ANImf,144
14_1009_16_40cm_Bacteria_10413_68_12.fasta,144_2,0.030000000000000027,average,ANImf,144
14_0903_13_30cm_Bacteria_4809_70_17.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0903_13_40cm_Bacteria_1396_70_5.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0903_16_40cm_Bacteria_5693_70_7.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0927_09_40cm_Bacteria_6171_70_8.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0927_12_20cm_Bacteria_10576_70_8.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0927_12_40cm_Bacteria_10577_70_11.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0929_02_40cm_Bacteria_2848_70_6.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0929_05_30cm_Bacteria_3193_70_7.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0929_09_40cm_Bacteria_7054_70_8.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0929_12_40cm_Bacteria_7563_70_7.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_05_30cm_Bacteria_4177_70_8.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_05_40cm_Bacteria_4348_70_10.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_09_30cm_Bacteria_7948_70_12.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_09_40cm_Bacteria_8212_70_8.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_12_30cm_Bacteria_8521_70_7.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_12_40cm_Bacteria_8753_70_14.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_13_30cm_Bacteria_9084_70_9.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_13_40cm_Bacteria_9313_70_6.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_16_30cm_Bacteria_9633_70_23.fasta,145_1,0.030000000000000027,average,ANImf,145
14_1009_16_40cm_Bacteria_10228_70_33.fasta,145_1,0.030000000000000027,average,ANImf,145
14_0903_05_40cm_Bacteria_503_68_5.fasta,146_1,0.030000000000000027,average,ANImf,146
14_0903_13_40cm_Bacteria_1352_67_8.fasta,146_1,0.030000000000000027,average,ANImf,146
14_0903_16_40cm_Bacteria_5697_67_9.fasta,146_1,0.030000000000000027,average,ANImf,146
14_0927_05_40cm_Bacteria_2358_67_6.fasta,146_1,0.030000000000000027,average,ANImf,146
14_0927_12_40cm_Bacteria_6575_68_8.fasta,146_1,0.030000000000000027,average,ANImf,146
14_0929_05_30cm_Bacteria_3208_68_6.fasta,146_1,0.030000000000000027,average,ANImf,146
14_0929_05_40cm_Bacteria_3412_67_9.fasta,146_1,0.030000000000000027,average,ANImf,146
14_0929_09_40cm_Bacteria_7008_67_8.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_02_40cm_Bacteria_3843_67_7.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_05_30cm_Bacteria_4165_67_5.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_05_40cm_Bacteria_4337_67_9.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_09_40cm_Bacteria_8191_67_9.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_13_30cm_Bacteria_9094_67_12.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_13_40cm_Bacteria_9319_67_10.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_16_30cm_Bacteria_9606_67_28.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_16_40cm_Bacteria_10198_67_32.fasta,146_1,0.030000000000000027,average,ANImf,146
14_1009_12_30cm_Bacteria_8528_67_7.fasta,147_0,0.030000000000000027,average,ANImf,147
14_0903_05_40cm_Bacteria_515_68_6.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0903_12_20cm_Bacteria_886_67_6.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0903_12_30cm_Bacteria_1051_68_9.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0903_13_20cm_Bacteria_1207_68_6.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0903_13_30cm_Bacteria_4867_68_30.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0903_13_40cm_Bacteria_1343_67_7.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0903_16_30cm_Bacteria_5518_68_8.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0903_16_40cm_Bacteria_5671_68_7.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0919_12_20cm_Bacteria_1756_68_8.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0927_05_20cm_Bacteria_2135_68_10.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0927_09_20cm_Bacteria_6028_68_11.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0927_09_40cm_Bacteria_6158_68_8.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0927_12_40cm_Bacteria_6536_68_9.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0929_05_20cm_Bacteria_2991_68_5.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0929_05_30cm_Bacteria_10574_68_11.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0929_05_40cm_Bacteria_3402_68_7.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0929_09_30cm_Bacteria_6826_68_11.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0929_09_40cm_Bacteria_7006_68_10.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0929_12_20cm_Bacteria_7169_68_15.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_05_20cm_Bacteria_3986_68_7.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_05_30cm_Bacteria_4162_68_10.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_05_40cm_Bacteria_4350_68_12.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_09_20cm_Bacteria_7708_67_12.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_09_30cm_Bacteria_10575_68_14.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_12_20cm_Bacteria_8344_67_9.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_12_30cm_Bacteria_8486_68_13.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_12_40cm_Bacteria_8678_68_15.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_13_20cm_Bacteria_8943_68_8.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_13_30cm_Bacteria_9077_67_18.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_13_40cm_Bacteria_9308_68_8.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_16_20cm_Bacteria_9463_68_8.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_16_30cm_Bacteria_9608_68_32.fasta,148_1,0.030000000000000027,average,ANImf,148
14_1009_16_40cm_Bacteria_10035_68_38.fasta,148_1,0.030000000000000027,average,ANImf,148
14_0919_02_20cm_Bacteria_5890_69_7.fasta,149_1,0.030000000000000027,average,ANImf,149
14_0927_02_20cm_Bacteria_1919_69_7.fasta,149_1,0.030000000000000027,average,ANImf,149
14_0927_05_20cm_Bacteria_2200_69_6.fasta,149_1,0.030000000000000027,average,ANImf,149
14_0929_02_20cm_Bacteria_2460_69_9.fasta,149_1,0.030000000000000027,average,ANImf,149
